City,Status,assignee,Type,name_en,name_zh,OSM Search,GM Search,osm_type,osm_id,GM locatio,OSM location,source,lon,lat,custom_name,comments,wikidata,wikipedia,gv,sco,scn,sr-ec,wuu,vmf,nan,sr-el,cdo,gu,got,zh-hk,gd,pt-br,ga,gn,gl,hak,lb,kk-cn,vep,la,ln,lo,xmf,tr,nap,li,lv,lt,jam,tk,th,tg,te,sgs,pcd,ta,yi,lrc,ceb,yo,kk-kz,de,da,za,lzh,pdc,hif,rm,dv,qu,vls,bar,zh-hans,eml,kn,de-ch,zh-hant,map-bms,mhr,diq,el,eo,en,zh,pms,ee,arz,kaa,kk-tr,arc,kk-cyrl,eu,et,wo,es,ba,en-gb,ru,rw,kl,ak,zh-cn,new,ro,dsb,bn,hsb,be,bg,ms,wa,ast,zh-sg,bm,jv,bo,rue,br,bs,ja,fit,ace,ilo,oc,ltg,be-tarask,tw,de-at,krc,nds,yue,tt,udm,co,nso,bjn,ca,lmo,ce,cy,ang,csb,cs,cv,frc,ps,srn,pt,zh-tw,tl,frr,pa,xal,crh-latn,fo,war,pl,vec,hy,nrm,hr,iu,zh-my,ht,hu,gan,hi,gag,zh-mo,pnb,bug,he,mg,kk-latn,fur,kw,uz,ml,azb,mn,mk,ur,zea,mt,stq,uk,mr,ug,mwl,my,prg,sah,bho,af,vi,is,am,it,an,as,ar,km,io,av,ia,szl,az,ie,id,nds-nl,pap,nl,nn,min,na,nb,gan-hans,gan-hant,ne,lij,nah,kk-arab,cbk-zam,vo,pag,zu,ksh,pam,kab,fr,ku,lad,fy,frp,fa,mai,fi,mzn,gom,ab,ky,en-ca,bcl,ka,kg,gsw,ckb,kk,sr,sq,ko,sv,su,or,sk,si,sh,so,mrj,sl,sc,sa,rgn,sw,se,sd
Los Angeles,OSM,danny,Tourism,Griffith Park,格里菲斯公园,https://batpad.github.io/quick-geocode/?name=Griffith%20Park&city=Los%20Angeles,"https://www.google.com/maps/search/Griffith+Park,+Los+Angeles/",relation,2722884,,#N/A,overpass,,,,,Q1340614,,,,,,,,,,,,,格里斐斯公園,,,,,,,,,,,,,,,,,,Grifito parkas,,,,,,,,,,,,,,Griffith Park,Griffith Park,,,,,,,,,,格里斐斯公园,,,Griffith Park,格里斐斯公園,,,,,,Griffith Park,格里斐斯公園,,,,,,,,,,,Parque Griffith,,Griffith Park,,,,,,,,,,,,,,,,,,,,,,,グリフィン公園,,,,,,,,,,,,,,,,,,,,,,,Griffith Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Griffith Park,,,منتزه غريفيث,,,,,,,,,,,Griffith Park,,,,,,,,,,,,,,,,,,Griffith Park,,,,,,,,,,,,Griffith Park,,,,,,,,,그리피스 공원,,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Hollywood,好莱坞,https://batpad.github.io/quick-geocode/?name=Hollywood&city=Los%20Angeles,"https://www.google.com/maps/search/Hollywood,+Los+Angeles/",node,1830231415,,#N/A,quick-geocode,,,,,Q34006,en:Hollywood,Hollywood,Hollywood,Hollywood,,,,Hollywood,,,,,荷里活,,Hollywood,Hollywood,,Hollywood,,Hollywood,,Gollivud,Ruscisilva,,,ჰოლივუდი,Hollywood,,Hollywood,Holivuda,Holivudas,,,ฮอลลีวูด,,హాలీవుడ్,Huolėvods,,ஹாலிவுட்,האליוואד,,,Hollywood,,Hollywood,Hollywood,,,,,,,,,,好莱坞,,ಹಾಲಿವುಡ್,Hollywood,好萊塢,Hollywood,,Hollywood,Χόλυγουντ,Holivudo,Hollywood,好莱坞,,,,,,,,Hollywood,Hollywood,,Hollywood,,Hollywood,Голливуд,,,,好莱坞,,Hollywood,,হলিউড,,Галівуд,Холивуд,Hollywood,,Hollywood,荷里活,,Hollywood,,,Hollywood,Hollywood,ハリウッド,,,Hollywood,Hollywood,,Галівуд,,,,,荷里活,Голливуд,,,,,Hollywood,,,Hollywood,,,Hollywood,,,هاليووډ,,Hollywood,好萊塢,Hollywood,,,,,Hollywood,Hollywood,Hollywood,,Հոլիվուդ,,Hollywood,,荷里活,,Hollywood,,हॉलीवुड,,荷里活,,,הוליווד,,,,,,ഹോളിവുഡ്,هالیوود,,Холивуд,ہالی وڈ,,,,Голлівуд,हॉलिवूड,,,ဟောလိဝုဒ်,,,,Hollywood,Hollywood,Hollywood,,Hollywood,,,هوليوود، كاليفورنيا,,Hollywood,,,Hollywood,Hollivud,,Hollywood,,,Hollywood,Hollywood,,,Hollywood,,,हलिवुड,,Hollywood,,,Hollywood,,,Hollywood,,,Hollywood,,,Hollywood,,هالیوود، کالیفرنیا,,Hollywood,,,,Голливуд,Hollywood,,ჰოლივუდი,,,هۆلیوود,Голливуд,Холивуд,Hollywood,할리우드,Hollywood,,ହଲିଉଡ଼,Hollywood,,Hollywood,,,Hollywood,,,,Hollywood,,
Los Angeles,OSM,danny,Tourism,Hollywood Walk of Fame,好莱坞星光大道,https://batpad.github.io/quick-geocode/?name=Hollywood%20Walk%20of%20Fame&city=Los%20Angeles,"https://www.google.com/maps/search/Hollywood+Walk+of+Fame,+Los+Angeles/",way,424024152,,#N/A,google,,,,solo existe el edificio,Q71719,,,,,,,,,,,,,,Hollywood Walk of Fame,,,,Paseo da Fama de Hollywood,,,,,,,,,Hollywood Bulvarı,,,Holivudas Slavas aleja,Holivudo šlovės alėja,,,ฮอลลีวูดวอล์กออฟเฟม,,,,,,,,,,,Hollywood Walk of Fame,Hollywood Walk of Fame,,,,,,,,,,,,,,,,,,Λεωφόρος της Δόξας στο Χόλυγουντ,Trotuaro de famo en Holivudo,Hollywood Walk of Fame,好萊塢星光大道,,,,,,,,,Hollywoodi kuulsuste allee,,Paseo de la Fama de Hollywood,,,Голливудская «Аллея славы»,,,,,,Hollywood Walk of Fame,,,,Галівудская алея славы,Холивудска Алея на славата,Laluan Kemasyhuran Hollywood,,,,,Hollywood Walk of Fame,,,,,ハリウッド・ウォーク・オブ・フェーム,,,,,,Галівудзкая алея славы,,,Голливудда «Махтауну аллеясы»,,,,,,,,Passeig de la Fama de Hollywood,,,,,,Hollywoodský chodník slávy,,,,,Calçada da Fama,,,,,,,,Laraktan han Sikat han Hollywood,Hollywood Walk of Fame,,Հոլիվուդյան փառքի ծառուղի,,,,,,Hollywood Walk of Fame,,हॉलीवुड वॉक ऑफ़ फ़ेम,,,,,שדרת הכוכבים של הוליווד,,,,,,,,,Холивудска патека на славните,,,,,Голлівудська Алея Слави,,,,,,,,Hollywood Walk of Fame,Đại lộ Danh vọng Hollywood,,,Hollywood Walk of Fame,,,ممر الشهرة في هوليوود,,,,,,Şöhrət xiyabanı,,Hollywood Walk of Fame,,,Hollywood Walk of Fame,Hollywood Walk of Fame,,,Hollywood Walk of Fame,,,,,,,,,,,,,,Walk of Fame,,,Hollywood Walk of Fame,,پیاده‌روی شهرت هالیوود,,Hollywood Walk of Fame,,,,,Hollywood Walk of Fame,Hollywood Walk of Fame,ჰოლივუდის დიდების ხეივანი,,,,Голливуд Даңқ аллеясы,Холивудска стаза славних,,할리우드 명예의 거리,Hollywood Walk of Fame,,,Hollywoodsky chodník slávy,,Holivudska staza slavnih,,,Hollywoodska aleja slavnih,,,,Hollywood Walk of Fame,,
Los Angeles,OSM,danny,Tourism,Joshua Tree National Park,约书亚树国家公园,https://batpad.github.io/quick-geocode/?name=Joshua%20Tree%20National%20Park&city=Los%20Angeles,"https://www.google.com/maps/search/Joshua+Tree+National+Park,+Los+Angeles/",relation,6145614,,#N/A,osm-nominatim,,,,,Q735202,en:Joshua Tree National Park,,,,,,,,,,,,約書亞樹國家公園,,,,,,,,,,,,,,Joshua Tree Ulusal Parkı,,,,Džošua Medžio nacionalinis parkas,,,,,,,,,,,,,,Joshua-Tree-Nationalpark,Joshua Tree National Park,,,,,,,,,,约书亚树国家公园,,,,約書亞樹國家公園,,,,,,Joshua Tree National Park,約書亞樹國家公園,,,,,,,,,,,Parque nacional de Árboles de Josué,,,Джошуа-Три,,,,,,Parcul Național Joshua-Tree,,,,,Джошуа Три,,,,,,,,,,,ジョシュア・ツリー国立公園,,,,,,,,,,,,,,,,,Parc Nacional dels Arbres de Josuè,,,,,,Národní park Joshua Tree,,,,,Parque Nacional de Joshua Tree,,,,,,,,,Park Narodowy Joshua Tree,,,,Nacionalni park Joshua Tree,,,,Joshua Tree Nemzeti Park,,,,,جوشواٹری نیشنل پارک,,,,,,,,,,,,,,,,Джошуа—Трі,,,,,,,,,Vườn quốc gia Joshua Tree,,,Parco nazionale del Joshua Tree,,,حديقة شجرة جوشوا الوطنية,,,,,,,,,,,Joshua Tree National Park,,,,Joshua Tree nasjonalpark,,,,,,,,,,,,,,parc national de Joshua Tree,,,,,پارک ملی جاشوا تری,,Joshua Treen kansallispuisto,,,,,,,,,,,,,,,Joshua Tree National Park,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Jurassic Park——The Ride,侏罗纪公园之旅,https://batpad.github.io/quick-geocode/?name=Jurassic%20Park——The%20Ride&city=Los%20Angeles,"https://www.google.com/maps/search/Jurassic+Park——The+Ride,+Los+Angeles/",node,1860026463,,#N/A,overpass,,,,,Q2116016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jurassic Park: The Ride,,,,,,,,,,,,Jurassic Park: The Ride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jurassic Park: The Ride,,,,,,,,,,,,,,,,,,,,,,,,,Jurassic Park: The Ride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Knott's Berry Farm,诺氏果园,https://batpad.github.io/quick-geocode/?name=Knott's%20Berry%20Farm&city=Los%20Angeles,"https://www.google.com/maps/search/Knott's+Berry+Farm,+Los+Angeles/",way,329124286,"https://www.google.com/maps/place/Knott's+Berry+Farm/@33.842345,-117.9996606,17z/data=!4m8!1m2!2m1!1sKnott's+Berry+Farm,+Los+Angeles!3m4!1s0x0:0xae8e394e901e3055!8m2!3d33.844304!4d-118.000227",http://www.openstreetmap.org/?mlat=33.844304&mlon=-118.000227#map=18/33.842345/-117.9996606&layers=D17z/data=!4m8!1m2!2m1!1sKnott's+Berry+Farm&layers=D,quick-geocode,,,,,Q1207585,en:Knott's Berry Farm,,,,,,,,,,,,,,,,,,,,,,Knott's Berry Farm,,,,,,,,,,,,,,,,,,,,,,Knott’s Berry Farm,,,,,,,,,,,,,,,諾氏果園,,,,,,Knott's Berry Farm,,,,,,,,,,,,Knott's Berry Farm,,,,,,,诺氏果园,,,,,,,,,,,,,,,,,,ナッツベリーファーム,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knott's Berry Farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knott's Berry Farm,,,,,,,,,,,,,,,,,,Knott's Berry Farm,,,,,,,,,,,,,,,,,,,,,너츠베리팜,,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Little Tokyo,小东京,https://batpad.github.io/quick-geocode/?name=Little%20Tokyo&city=Los%20Angeles,"https://www.google.com/maps/search/Little+Tokyo,+Los+Angeles/",node,150974026,,#N/A,quick-geocode,,,,,Q1780798,,,,,,,,,,,,,小東京,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Little Tokyo Historic District,,,,,,,,,,,小东京,,,,小東京,,,,,,Little Tokyo,小东京,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,リトル・トーキョー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Little Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little Tokyo, Los Angeles",,,,Little Tokyo,,,,,,,,,,,,,,"Little Tokyo, Los Angeles",,,,,,,,,,,,,,,,,,Little Tokyo,,,,,لیتل توکیو,,,,,,,,,,,,,,,,리틀도쿄,,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Long Beach,长滩,https://batpad.github.io/quick-geocode/?name=Long%20Beach&city=Los%20Angeles,"https://www.google.com/maps/search/Long+Beach,+Los+Angeles/",relation,112100,,#N/A,,,,,,Q16739,"en:Long Beach, California",,"Long Beach, Californie",,,,,,,,,,,,,,,Long Beach,,,,,Litus Longum,,,,"Long Beach, Kaliforniya",,Long Beach,Longbīča,Long Byčas,,,ลองบีช,,లాంగ్ బీచ్,,,,,,,Long Beach,,Long Beach,Long Beach,,,,,,,,,,長灘,,,,長灘,,,,Λονγκ Μπιτς,Long Beach,Long Beach,長灘,,,,,,,,Long Beach,Long Beach,,Long Beach,,Long Beach,Лонг-Бич,,,,長灘,लङ्ग बीच,"Long Beach, California",,লং বিচ,,Горад Лонг-Біч,Лонг Бийч,,,,,,,,,Long Beach,,ロングビーチ,,,,Long Beach,,Лонг-Біч,,,,,,,,,,,Long Beach,"Long Beach, California",,"Long Beach, Califfornia",,,Long Beach,,,,,Long Beach,,Long Beach,,ਲੌਂਗ ਬੀਚ,,,,"Long Beach, California",Long Beach,,Լոնգ Բիչ,,"Long Beach, Kalifornija",,,"Long Beach, Kalifòni",Long Beach,,"लॉंग बीच, केलिफ़ोर्निया",,,,,לונג ביץ',"Long Beach, Kalifornia",,,"Long Beach, Kaliforni",Long Beach,,لانگ بیچ,,Лонг Бич,لانگ بیچ، کیلیفورنیا,,,,Лонг-Біч,"लाँग बीच, कॅलिफोर्निया",,,,,Лонг Бич,,Long Beach,"Long Beach, California",Long Beach,,Long Beach,,,لونغ بيتش، كاليفورنيا,ឡង ប៊ិច,,,,,Lonq Biç,,"Long Beach, California",,,Long Beach,,,,Long Beach,,,,,,,,Long Beach,,,,"Long Beach, California",,Long Beach,,,Long Beach,,لانگ بیچ,,Long Beach,,,,,"Long Beach, California",,ლონგ-ბიჩი,,,,,Лонг Бич,Long Beach,롱비치,Long Beach,,,Long Beach,,Long Beach,,Лонг-Бич,"Long Beach, Kalifornija",,,,"Long Beach, California",,
Los Angeles,OSM,danny,Tourism,MAK Center for Art and Architecture -- Schindler House,MAK艺术与建筑中心,https://batpad.github.io/quick-geocode/?name=MAK%20Center%20for%20Art%20and%20Architecture%20--%20Schindler%20House&city=Los%20Angeles,"https://www.google.com/maps/search/MAK+Center+for+Art+and+Architecture+--+Schindler+House,+Los+Angeles/",node,368167145,,#N/A,google,,,,,Q1932041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schindler House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シンドラー自邸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schindler House,,,,,,,,,,,,,,,,,,Kings Road House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Malibu Beach,马里布海滩,https://batpad.github.io/quick-geocode/?name=Malibu%20Beach&city=Los%20Angeles,"https://www.google.com/maps/search/Malibu+Beach,+Los+Angeles/",node,358816692,,#N/A,overpass,,,,,Q387047,,,Malibu,,,,,Malibu,,,,,,,,,,Malibú,,,,,,,,,Malibu,,,Malibu,Malibu,,,,,,,,,,,,,,Malibu,Malibu,,,,,,,,,,,,,,,,,,Μαλιμπού,Malibu,Malibu,马利布,,,,,,,,Malibu,,,Malibú,,,Малибу,,,,,"मालिबु, क्यालिफोर्निया","Malibu, California",,,,Горад Малібу,Малибу,,,,,,,,,,,マリブ,,,,,,,,,,,,,,,,,Malibú,,,,,,Malibu,,,,,Malibu,,"Malibu, California",,,,,Malibu,Malibu,Malibu,,Մալիբու,,,,,"Malibu, Kalifòni",Malibu,,,,,,,מליבו,"Malibu, Kalifornia",,,,Malibu,,,,,,,,,Малібу,,,,,,Малибу,,Malibu,Malibu,,,Malibù,,,ماليبو، كاليفورنيا,,,,,,,,"Malibu, California",,,Malibu,,,,Malibu,,,,,Malibu,,,Malibu,,,,,,Malibu,,,,,ملیبو، کالیفرنیا,,Malibu,,,,,,,,,,,,Малибу,,말리부,Malibu,,,Malibu,,Malibu,,,,,,,"Malibu, California",,
Los Angeles,OSM,danny,Tourism,Manhattan Beach,曼哈顿海滩,https://batpad.github.io/quick-geocode/?name=Manhattan%20Beach&city=Los%20Angeles,"https://www.google.com/maps/search/Manhattan+Beach,+Los+Angeles/",relation,2317589,,#N/A,,,,,,Q568610,"en:Manhattan Beach, California",,,,,,,Manhattan Beach,,,,,,,,,,,,,,,,,,,Manhattan Beach,,,,,,,,,,,,,,,,,,Manhattan Beach,,,,,,,,,,,,,,,,,,,,,Manhattan Beach,曼哈顿海滩,,,,,,,,Manhattan Beach (Kalifornia),,,Manhattan Beach,,,Манхэттен-Бич,,,,,"म्यानह्याटन बीच, क्यालिफोर्निया",,,,,,Манхатън Бийч,,,,,,,,,,,マンハッタンビーチ,,,,,,,,,,,,,,,,,Manhattan Beach,,,,,,Manhattan Beach,,,,,Manhattan Beach,,"Manhattan Beach, Kaliporniya",,,,,,Manhattan Beach,Manhattan Beach,,,,Manhattan Beach (Kalifornija),,,"Manhattan Beach, Kalifòni",,,,,,,,,"Manhattan Beach, Kalifornia",,,,Manhattan Beach,,,,,,,,,,,,,,,,,,,,,Manhattan Beach,,,مانهاتان بيتش، لوس أنجليس، كاليفورنيا,,,,,,,,"Manhattan Beach, California",,,Manhattan Beach,,,,Manhattan Beach,,,,,,,,Manhattan Beach,,,,,,Manhattan Beach,,,,,منهتن بیچ، کالیفرنیا,,Manhattan Beach,,,,,,,,,,,,Менхетн Бич,,맨해튼비치,Manhattan Beach,,,Manhattan Beach,,Manhattan Beach,,,Manhattan Beach (Kalifornija),,,,"Manhattan Beach, California",,
Los Angeles,OSM,danny,Tourism,Museum of the American West,美国西部博物馆,https://batpad.github.io/quick-geocode/?name=Museum%20of%20the%20American%20West&city=Los%20Angeles,"https://www.google.com/maps/search/Museum+of+the+American+West,+Los+Angeles/",node,368174050,,#N/A,overpass,,,,,Q4827110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autry National Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Palm Springs,棕榈泉,https://batpad.github.io/quick-geocode/?name=Palm%20Springs&city=Los%20Angeles,"https://www.google.com/maps/search/Palm+Springs,+Los+Angeles/",node,368171691,"https://www.google.com/maps/place/Palm+Springs+International+Airport+(PSP)/@33.8520179,-116.5207738,13.53z/data=!4m8!1m2!2m1!1sPalm+Springs,+Los+Angeles!3m4!1s0x0:0xdcc20f4d33f42890!8m2!3d33.8303194!4d-116.5070486",http://www.openstreetmap.org/?mlat=33.8303194&mlon=33f42890!8m2!/?mlat=33.8303194&mlon=-116.5070486#map=18/33.8520179/-116.5207738&layers=D13.53z/data=!4m8!1m2!2m1!1sPalm+Springs&layers=D,,,,,,Q488004,,,,,Палм Спрингс,,,Palm Springs,Palm Springs,,,,棕櫚泉,,,,,,,,,,,,,,Palm Springs,,,,,,,ปาล์มสปริงส์,,,,,,,,,,,Palm Springs,,,,,,,,,,,棕榈泉,Palm Springs,,,棕櫚泉,,,,,,Palm Springs,棕櫚泉,,,,,,,,Palm Springs,Palm Springs,,Palm Springs,,Palm Springs,Палм-Спрингс,,,,,"पाम स्प्रिङ्गस्, क्यालिफोर्निया",,,,,,Палм Спрингс,Palm Springs,,,,,,,,,,パームスプリングス,,,,,,,,,,,,,,,,,Palm Springs,,,,,,Palm Springs,,,,,Palm Springs,,Palm Springs,,,,,,Palm Springs,Palm Springs,,Փալմ Սպրինգս,,Palm Springs (Kalifornija),,,Palm Springs,Palm Springs,,,,,,,פאלם ספרינגס,"Palm Springs, Kalifornia",,,Palm Springs,Palm Springs,,,,,پام سپرنگز، کیلیفورنیا,,,,Палм-Спрінгс,,,,,,,,,,,,Palm Springs,,,بالم سبرينغس,,,,,,,,Palm Springs,,,Palm Springs,Palm Springs,,,Palm Springs,,,,,,,,Palm Springs,,,,,,Palm Springs,,,,,پالم اسپرینگز,,Palm Springs,,,,,,,,,,,,Палм Спрингс,,팜스프링스,Palm Springs,,,Palm Springs,,Palm Springs,,,Palm Springs,,,,Palm Springs,,
Los Angeles,OSM,danny,Tourism,Santa Monica Beach,圣莫尼卡海滩,https://batpad.github.io/quick-geocode/?name=Santa%20Monica%20Beach&city=Los%20Angeles,"https://www.google.com/maps/search/Santa+Monica+Beach,+Los+Angeles/",relation,6103417,,#N/A,google,,,,,Q7419811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Monica State Beach,圣莫尼卡海滩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Six Flags Magic Mountain,六旗魔术山主题公园,https://batpad.github.io/quick-geocode/?name=Six%20Flags%20Magic%20Mountain&city=Los%20Angeles,"https://www.google.com/maps/search/Six+Flags+Magic+Mountain,+Los+Angeles/",way,362491078,,#N/A,quick-geocode,,,,,Q1515080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Six Flags Magic Mountain,,,,,,,,,,,,,,,六旗魔術山樂園,,,,,,Six Flags Magic Mountain,六旗魔法山,,,,,,,,,,,Six Flags Magic Mountain,,,,,,,六旗魔术山樂園,,,,,,,,,,,,,,,,,,シックス・フラッグス・マジック・マウンテン,,,,,,,,,,,,,,,,,,,,,,,,,,,,Six Flags Magic Mountain,,,,,,,,,Six Flags Magic Mountain,,,,,,,,,,,,,,,סיקס פלאגס מג'יק מאונטיין,,,,,,,,,,,,,,,,,,,,,,,,,,Six Flags Magic Mountain,,,,,,,,,,,Six Flags Magic Mountain,,,Six Flags Magic Mountain,,,,,,,,,,,,,,,,,,Six Flags Magic Mountain,,,,,,,Six Flags Magic Mountain,,,,,,,,,,,,,,식스 플래그스 매직 마운틴,Six Flags Magic Mountain,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Solvang,丹麦城,https://batpad.github.io/quick-geocode/?name=Solvang&city=Los%20Angeles,"https://www.google.com/maps/search/Solvang,+Los+Angeles/",node,368170606,"https://www.google.com/maps/place/Solvang+-+Veterans+Memorial+Hall/@34.5966513,-120.1381952,17.47z/data=!4m5!3m4!1s0x80e954a20551a365:0x32f2a35d0e69a563!8m2!3d34.5963485!4d-120.135631",http://www.openstreetmap.org/?mlat=34.5963485&mlon=-120.135631#map=18/34.5966513/-120.1381952&layers=D,,,,,,Q7419242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Barbara Public Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,TCL Chinese Theatre,中国大剧院,https://batpad.github.io/quick-geocode/?name=TCL%20Chinese%20Theatre&city=Los%20Angeles,"https://www.google.com/maps/search/TCL+Chinese+Theatre,+Los+Angeles/",way,424105908,,#N/A,overpass,,,,,Q1122565,en:TCL Chinese Theatre,,,,,,,,,,,,中國戲院,,,,,,,,,,Graumanni Theatrum Sinicum,,,,TCL Çin Tiyatrosu,,,,,,,,,,,,,,,,,,Grauman’s Chinese Theatre,,,,,,,,,,,中国戏院,,,,中國戲院,,,,Κινέζικο Θέατρο Γκράουμαν,,Grauman's Chinese Theatre,中國戲院,,,,,,,,,,,Grauman's Chinese Theatre,,,Китайский театр TLC,,,,,,,,,,,Китайски театър на Грауман,,,,,,,,,,,グローマンズ・チャイニーズ・シアター,,,,,,,,,,,,,,,,,Grauman's Chinese Theatre,,,,,,,,,,,Grauman's Chinese Theatre,,,,,,,,,Grauman's Chinese Theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grauman's Chinese Theatre,,,,,,,,,,,Grauman's Chinese Theatre,,,Grauman's Chinese Theatre,,,,Grauman's Chinese Theatre,,,,,,,,,,,,,,Grauman's Chinese Theatre,,,,,تئاتر چینی تی‌سی‌ال,,Grauman's Chinese Theatre,,,,,,,,,,,,,,TCL 차이니즈 시어터,Grauman's Chinese Theatre,,,,,TCL Chinese Theatre,,,,,,,,,
Los Angeles,OSM,danny,Tourism,The Grammy Museum,格莱美博物馆,https://batpad.github.io/quick-geocode/?name=The%20Grammy%20Museum&city=Los%20Angeles,"https://www.google.com/maps/search/The+Grammy+Museum,+Los+Angeles/",node,470897671,,#N/A,quick-geocode,,,,,Q7737452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Grammy Museum,格萊美博物館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,グラミー・ミュージアム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grammymuseet,,,,,,,,,,,,,,Grammy Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,The Greek Theatre,希腊剧场,https://batpad.github.io/quick-geocode/?name=The%20Greek%20Theatre&city=Los%20Angeles,"https://www.google.com/maps/search/The+Greek+Theatre,+Los+Angeles/",node,368171340,,#N/A,google,,,,,Q5601897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greek Theatre,希臘劇場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,グリーク・シアター,Greek Theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greek Theatre,,,,,,,,,,,,,,,,,,Greek Theatre,,,,,گریک تیتر,,Greek Theatre,,,,,,,,,,,,,,,Greek Theatre,,,,,,,,,,,,,,
