City,Status,assignee,Type,name_en,name_zh,OSM Search,GM Search,osm_type,osm_id,GM locatio,OSM location,source,lon,lat,custom_name,comments,wikidata,wikipedia,gv,sco,scn,sr-ec,wuu,vmf,nan,sr-el,cdo,gu,got,zh-hk,gd,pt-br,ga,gn,gl,hak,lb,kk-cn,vep,la,ln,lo,tt,tr,nap,li,lv,lt,jam,tk,th,tg,udm,sgs,pcd,ta,yi,ceb,yo,kk-kz,de,da,lzh,pdc,hif,rm,dv,qu,vls,bar,zh-hans,eml,kn,de-ch,zh-hant,map-bms,mhr,diq,el,eo,en,zh,pms,ee,arz,fr,kk-tr,arc,kk-cyrl,eu,et,wo,es,ba,en-gb,ru,rw,kl,ak,zh-cn,new,ro,dsb,bn,hsb,be,bg,uk,wa,ast,zh-sg,bm,jv,bo,rue,br,bs,ja,fit,ace,ilo,oc,ltg,be-tarask,tw,de-at,nds,yue,xmf,co,nso,ca,lmo,ce,cy,ang,csb,cs,cv,frc,ps,srn,pt,zh-tw,tl,frr,pa,xal,crh-latn,fo,war,pl,vec,hy,nrm,hr,iu,zh-my,ht,hu,gan,hi,gag,zh-mo,pnb,bug,he,mg,kk-latn,fur,kw,uz,ml,azb,mn,mk,ur,zea,te,stq,ms,mr,ug,mwl,my,prg,sah,bho,af,vi,is,am,it,an,as,ar,su,io,av,ia,szl,az,ie,id,nds-nl,pap,nl,nn,min,na,nb,gan-hans,gan-hant,ne,lij,nah,kk-arab,cbk-zam,vo,pag,zu,ksh,pam,kab,kaa,mt,mrj,fy,frp,fa,mai,fi,mzn,gom,ab,sa,en-ca,bcl,ka,kg,gsw,ckb,kk,sr,sq,ko,sv,km,or,sk,si,sh,so,ku,sl,sc,ky,rgn,sw,se,sd
SF,OSM,,Tourism,De Young Museum,笛洋美术馆,https://batpad.github.io/quick-geocode/?name=De%20Young%20Museum&city=SF,"https://www.google.com/maps/search/De+Young+Museum,+SF/",relation,1652482,,#N/A,,-122.4687203,37.7714977,Young Museum,,Q1470276,en:De Young (museum),,,,,,,,,,,,笛洋美術館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. H. de Young Memorial Museum,de Young,,,,,,,,,笛洋美术馆,,,,笛洋美術館,,,,,,de Young,笛洋美术馆,,,,San Francisco De Young Museum,,,,,,,M. H. de Young Memorial Museum,,,Музей де Янг,,,,,,,,,,,"Възпоменателен музей ""М. Х. де Янг""",,,,,,,,,,,デ・ヤング美術館,,,,,,,,,,,,,,M. H. de Young Memorial Museum,,,,,,,,,,,M. H. de Young Memorial Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Young Memorial Museum,,,,,,,,,,,,,,M.H. de Young Memorial Museum,,,,,,,,,,,,,,,,,,,,,,,,,,دی یونگ موزه,,,,,,,,,,,,,드 영,M.H. de Young Memorial Museum,,,,,,,,,,,,,,
SF,OSM,,Tourism,Haas-Lilienthal House,哈斯-丽莲梭住宅,https://batpad.github.io/quick-geocode/?name=Haas-Lilienthal%20House&city=SF,"https://www.google.com/maps/search/Haas-Lilienthal+House,+SF/",way,256993595,,#N/A,,-122.4249634,37.7932788,Lilienthal House,,,en:Haas-Lilienthal House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haas-Lilienthal House,,,,,Haas-Lilienthal House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,OSM,,Tourism,Jeremiah O'Brien Liberty Ship,Jeremiah O'Brien 自由舰,https://batpad.github.io/quick-geocode/?name=Jeremiah%20O'Brien%20Liberty%20Ship&city=SF,"https://www.google.com/maps/search/Jeremiah+O'Brien+Liberty+Ship,+SF/",way,165599948,,#N/A,,-122.4179762,37.8110263,Jeremiah O'Brien,,,en:SS Jeremiah O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremiah O’Brien,,,,,,,,,,,,,,,,,,,,SS Jeremiah O'Brien,,,,,Jeremiah O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジェレマイア・オブライエン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS Jeremiah O'Brien,,,,,,,,,,,,,,SS Jeremiah O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siem Reap,OSM,arun,Shopping,Old Market,老市场,https://batpad.github.io/quick-geocode/?name=Old%20Market&city=Siem%20Reap,"https://www.google.com/maps/search/Old+Market,+Siem+Reap/",way,42672882,,#N/A,,,,,,,en:Psah Chas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psah Chas,,,,,Phsar Tchas (Siem reap),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Angkor National Museum,吴哥国家博物馆,https://batpad.github.io/quick-geocode/?name=Angkor%20National%20Museum&city=Siem%20Reap,"https://www.google.com/maps/search/Angkor+National+Museum,+Siem+Reap/",way,322700733,,#N/A,,,,,,Q15961573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angkor National Museum,,,,,Musée national d'Angkor,,,,,,,,,,Национальный музей Ангкора,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Angkor Thom,通王城,https://batpad.github.io/quick-geocode/?name=Angkor%20Thom&city=Siem%20Reap,"https://www.google.com/maps/search/Angkor+Thom,+Siem+Reap/",relation,2765784,,#N/A,osm-nominatim,,,,,Q223665,,,,,,,,,,,,,吳哥城,,,,,Angkor Thom,,,,,,,,,Angkor Thom,,,,Ankor Tomas,,,นครธม,,,,,,,,,,Angkor Thom,Angkor Thom,,,,,,,,Angkor Thom,吴哥城,,,,吳哥城,,,,,,Angkor Thom,吴哥城,,,,Angkor Thom,,,,Angkor Thom,,,Angkor Thom,,,Ангкор-Тхом,,,,吴哥城,,,,,,,,Ангкор-Тхом,,,吴哥城,,,,,,,アンコール・トム,,,,,,,,,,,,,,Angkor Thom,,,,,,Angkor Thom,,,,,Angkor Thom,吳哥城,,,,,,,,Angkor Thom,,Անգոր Տհոմ,,Angkor Thom,,,,Angkorthom,,,,,,,אנגקור תום,,,,,,അങ്കോർതോം,,,,,,,,,,,,,,,,,Angkor Thom,,,Angkor Thom,,,,,,,,,,,Angkor Thom,,,Angkor Thom,,,,Angkor Thom,,,,,,,,,,,,,,,,,,,,,Angkor Thom,,,,,,,ანგკორ-თომი,,,,,Ангкор Том,,앙코르 톰,Angkor Thom,អង្គរធំ,,,,Angkor Thom,,,Angkor Thom,,,,,,
Siem Reap,OSM,arun,Tourism,Angkor Wat,吴哥窟,https://batpad.github.io/quick-geocode/?name=Angkor%20Wat&city=Siem%20Reap,"https://www.google.com/maps/search/Angkor+Wat,+Siem+Reap/",way,91217761,,#N/A,,,,,,Q43473,en:Angkor Wat,,Angkor Wat,,,,,,,,,,,,,,,Angkor Wat,,Angkor Wat,,,Angkor Wat,,,Angkor Wat,Angkor Vat,,,Ankorvats,Ankor Vatas,,,นครวัด,,,,,அங்கூர் வாட்,אנגקאר וואט,,,,Angkor Wat,Angkor Wat,,Angkor Wat,,,,Angkor Wat,,,,,ಆಂಗ್‌ಕರ್ ವಾಟ್,,,,,,Άνγκορ Βατ,Angkor Ŭat,Angkor Wat,吴哥窟,,,,Angkor Vat,,,,Angkor Wat,Angkor Wat,,Angkor Wat,Ангкор-Ват,,Ангкор-Ват,,,,,अंकोरवाट,Angkor Wat,,অ্যাংকর ভাট,,Ангкор-Ват,Ангкор Ват,Ангкор-Ват,,Angkor Wat,,,Angkor Wat,,,Angkor Wat,Angkor Vat,アンコール・ワット,,,Angkor Wat,Angkor Vat,,Ангкор-Ват,,,,吳哥窟,,,,Angkor Vat,,Ангкор-Ват,Angkor Wat,,,Angkor Vat,,,,,Angkor Wat,,Angkor Wat,,ਅੰਕੋਰਵਾਟ,,,,Angkor Wat,Angkor Wat,,Անգկոր Վատ,,Angkor Wat,,,,Angkorvat,,अंकोरवाट मंदिर,,,انگکور واٹ,,אנגקור ואט,,,,,,അങ്കോർ വാട്ട്,,,Ангкор Ват,انگ کور واٹ,,ఆంగ్‌కోర్ వాట్,,Angkor Wat,आंग्कोर वाट,,,အန်ကောဝပ်,,,अंकोर वाट,Angkor Wat,Angkor Wat,Angkor Wat,,Angkor Wat,Angkor Wat,,أنغكور وات,,Angkor Wat,,,,Anqkor Vat,Angkor Wat,Angkor Wat,,,Angkor Wat,Angkor Vat,Angkor Wat,,Angkor Vat,,,अंकोरवाट,,,,,,,,,Ankor Wat,,,,,,,انگکور وات,अंकोरवाट,Angkor Wat,,,,अङ्गकोरवाटम्,,Angkor Wat,ანგკორ-ვატი,,Angkor Wat,ئەنگکۆر وات,Ангкор-Ват,Ангкор Ват,,앙코르 와트,Angkor Wat,ប្រាសាទ​អង្គរវត្ត,,Angkor Vat,,Angkor Wat,,,Angkor Wat,,,,Angkor Wat,,
Siem Reap,OSM,arun,Tourism,Banteay Srei,女王宫,https://batpad.github.io/quick-geocode/?name=Banteay%20Srei&city=Siem%20Reap,"https://www.google.com/maps/search/Banteay+Srei,+Siem+Reap/",way,227968458,,#N/A,,,,,,,en:Banteay Srei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ปราสาทบันทายศรี,,,,,பந்தியாய் சிரே,,,,,Banteay Srei,,,,,,,,,,,,,,,,,,,,Banteay Srei,女王宫,,,,Banteay Srei,,,,Banteay Srei,,,Banteay Srei,,,Бантеайсрей,,,,,,,,,,Бантэайсрэй,,,,,,,,,,,,バンテアイ・スレイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banteay Srei,,,,Bantejszrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banteay Srei,,,Banteay Srei,,,,,,,,,,,Banteay Srei,,,Banteay Srei,,,,Banteay Srei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ប្រាសាទបន្ទាយស្រី,,,,Banteay Srei,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Bayon,巴戎寺,https://batpad.github.io/quick-geocode/?name=Bayon&city=Siem%20Reap,"https://www.google.com/maps/search/Bayon,+Siem+Reap/",way,205585419,"https://www.google.com/maps/place/The+Bayon/@13.4413567,103.8588791,17z/data=!3m1!4b1!4m5!3m4!1s0x3110142eaef23a95:0xa956c7b5e1b19d63!8m2!3d13.4413567!4d103.8588791",http://www.openstreetmap.org/?mlat=13.4413567&mlon=103.8588791#map=18/13.4413567/103.8588791&layers=D,,,,,,Q654024,,,,,,,,,,,,,拜翁,,,,,Bayon,,,,,,,,,Bayon,,,,Bajonas,,,ปราสาทบายน,,,,,,,,,,Bayon,Bayon,,,,,,,,,拜翁,,,,拜翁,,,,,,Bayon,巴戎寺,,,,Bayon,,,,Bayon,,,Bayón,,,Байон,,,,巴云寺,,,,,,,,Байон,,,,,,,,Bayon,,バイヨン,,,,,,,,,,,,,,,,,,,,Bayon,,,,,Bayon,,,,,,,,,Bajon,,,,Bayon,,,,Bajon,,,,,,,מקדש באיון,,,,,,ബെയോൺ,,,,,,,,,,,,,,,,,Bayon,,,Bayon,,,,,,,,,,,Bayon,,,Bayon,,,,Bayon,,,,,,,,,,,,,,,,,,,,,Bayon,,,,,,,,,,,,,,바이욘,Bayon,ប្រាសាទបាយ័ន,,,,Bayon,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Koh Ker,贡开,https://batpad.github.io/quick-geocode/?name=Koh%20Ker&city=Siem%20Reap,"https://www.google.com/maps/search/Koh+Ker,+Siem+Reap/",way,207274758,"https://www.google.com/maps/place/Koh+Ker+Temple/@13.7822429,104.5368065,17.5z/data=!4m12!1m6!3m5!1s0x3111a6ebece9c175:0x59d371161c428c3f!2sThom+Temple!8m2!3d13.7833466!4d104.5382174!3m4!1s0x0:0xa71c0c8f41f30b5c!8m2!3d13.7831052!4d104.5372088",http://www.openstreetmap.org/?mlat=13.7833466&mlon=104.5382174!3m4!1s0x0:0xa71c0c8f41f30b5c!8m2!/?mlat=13.7831052&mlon=104.5382174!3m4!1s0x0:0xa71c0c8f41f30b5c!8m2!/?mlat=13.7831052&mlon=104.5372088#map=18/13.7822429/104.5368065&layers=D,,,,,,,en:Koh Ker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koh Ker,,,,,,,,,,,,,,,,,,,Koh Ker,Koh Ker,科克 (柬埔寨),,,,Koh Ker,,,,,,,,,,Кох Кер,,,,,,,,,,,,,,,,,,,,,,コ・ケー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koh Ker,,,Koh Ker,,,,,,,,,,,,,,Koh Ker,,,,Koh Ker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ប្រាសាទកោះកេរ,,,,,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Kompong Phhluk,空邦鲁,https://batpad.github.io/quick-geocode/?name=Kompong%20Phhluk&city=Siem%20Reap,"https://www.google.com/maps/search/Kompong+Phhluk,+Siem+Reap/",node,3976685715,,#N/A,,,,,,Q6359305,en:Kampong Phluk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Phluk,,,,,,,,,,,,,,,Кампонг Плук,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Neak Pean,涅盘宫,https://batpad.github.io/quick-geocode/?name=Neak%20Pean&city=Siem%20Reap,"https://www.google.com/maps/search/Neak+Pean,+Siem+Reap/",way,28408942,"https://www.google.com/maps/place/Neak+Pean/@13.4634418,103.8940053,15.77z/data=!4m5!3m4!1s0x3110159702fbaa21:0xfad28f864834b955!8m2!3d13.463308!4d103.8949176",http://www.openstreetmap.org/?mlat=13.463308&mlon=103.8949176#map=18/13.4634418/103.8940053&layers=D,,,,,,,en:Neak Pean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ปราสาทนาคพัน,,,,,,,,,,Neak Pean,,,,,,,,,,,,,,,,,,,,Neak Pean,,,,,Neak Pean,,,,,,,,,,Неакпеан,,,,,,,,,,,,,,,,,,,,,,ニャック・ポアン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neak Pean,,,,Neak Pean,,,,Neak Pean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neak Pean,,,Neak Pean,,,,,,,,,,,,,,Neak Pean,,,,Neak Pean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ប្រាសាទនាគព័ន្ធ,,,,,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Phnom Bakheng,巴肯山,https://batpad.github.io/quick-geocode/?name=Phnom%20Bakheng&city=Siem%20Reap,"https://www.google.com/maps/search/Phnom+Bakheng,+Siem+Reap/",way,228284686,,#N/A,,,,,,Q578075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phnom Bakheng,,,,,,,,,,,,,,,,,,,,Phnom Bakheng,巴肯寺,,,,Phnom Bakheng,,,,,,,Phnom Bakheng,,,,,,,,,,,,,,,,,,,,,,,,,プノン・バケン寺院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phnom Bakheng,,,,Bakheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phnom Bakheng,,,Phnom Bakheng,,,,,,,,,,,,,,Phnom Bakheng,,,,Phnom Bakheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,프놈 바켕,,ប្រាសាទភ្នំបាខែង,,,,,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Prasat Ak Yum,亚扬寺,https://batpad.github.io/quick-geocode/?name=Prasat%20Ak%20Yum&city=Siem%20Reap,"https://www.google.com/maps/search/Prasat+Ak+Yum,+Siem+Reap/",way,227985270,,#N/A,,,,,,Q389395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prasat Ak Yum,,,,,,,,,,,,,,,,,,,,Ak Yum,,,,,Ak Yum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アック・ヨム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ak Yum,,,,,,,,,,,Prasat Ak Yum,,,Ak Yum,,,,Prasat Ak Yum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ប្រាសាទអកយំ,,,,,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Pre Rup,比粒寺,https://batpad.github.io/quick-geocode/?name=Pre%20Rup&city=Siem%20Reap,"https://www.google.com/maps/search/Pre+Rup,+Siem+Reap/",way,228275782,,#N/A,,,,,,Q1075826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre Rup,,,,,,,,,,,,,,,,,,,,Pre Rup,,,,,Prè Rup,,,,,,,Pre Rup,,,Пре Руп,,,,,,,,,,,,,,,,,,,,,,プレループ,,,,,,,,,,,,,,Pre Rup,,,,,,,,,,,,,,,,,,,,,,,,Pre Rup,,,,Pre Rup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre Rup,,,Pre Rup,,,,,,,,,,,Pre Rup,,,Pre Rup,,,,Pre Rup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ប្រាសាទប្រែរូប,,,,,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Preah Khan,圣剑寺,https://batpad.github.io/quick-geocode/?name=Preah%20Khan&city=Siem%20Reap,"https://www.google.com/maps/search/Preah+Khan,+Siem+Reap/",relation,6644694,"https://www.google.com/maps/place/Preah+Khan+Temple/@13.4619053,103.8718644,17z/data=!3m1!4b1!4m5!3m4!1s0x311015b38b60a611:0xac2aec7536309927!8m2!3d13.4619053!4d103.8718644",http://www.openstreetmap.org/?mlat=13.4619053&mlon=103.8718644#map=18/13.4619053/103.8718644&layers=D,,,,,,Q944217,,,,,,,,,,,,,聖劍寺,,,,,,,,,,,,,,,,,,,,,ปราสาทพระขรรค์,,,,,,,,,,Preah Khan,,,,,,,,,,圣剑寺,,,,聖劍寺,,,,,,Preah Khan,圣剑寺,,,,Preah Khan,,,,,,,Preah Khan,,,,,,,,,,,,,,,,,,,,,,,,,プリヤ・カーン,,,,,,,,,,,,,,,,,,,,,,,,,Preah Khan,,,,,,,,,,,,,Preah Khan,,,,Prah Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preah Khan,,,Preah Khan,,,,,,,,,,,Preah Khan,,,Preah Khan,,,,Preah Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,프레아 칸,,ប្រាសាទព្រះខ័ន,,,,,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Srah Srang,皇家浴池,https://batpad.github.io/quick-geocode/?name=Srah%20Srang&city=Siem%20Reap,"https://www.google.com/maps/search/Srah+Srang,+Siem+Reap/",way,19727965,,#N/A,,,,,,,en:Srah Srang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srah Srang,,,,,,,,,,,,,,,,,,,,Srah Srang,皇家浴池,,,,Srah Srang,,,,,,,Srah Srang,,,Сра Сранг,,,,,,,,,,,,,,,,,,,,,,スラ・スラン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srah Srang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srah Srang,,,Srah Srang,,,,,,,,,,,Srah Srang,,,Srah Srang,,,,Srah Srang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ស្រះស្រង់,,,,,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Ta Prohm,塔布笼寺,https://batpad.github.io/quick-geocode/?name=Ta%20Prohm&city=Siem%20Reap,"https://www.google.com/maps/search/Ta+Prohm,+Siem+Reap/",way,228146902,,#N/A,,,,,,Q592846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ปราสาทตาพรหม,,,,,,,,,,Ta Prohm,,,,,,,,,,,,,,,,,,,,Ta Prohm,塔布茏寺,,,,Ta Prohm,,,,,,,Ta Prohm,,,Та Прохм,,,,,,,,,,Та Прохм,,Та Пром,,,,,,,,,,タ・プローム,,,,,,,,,,,,,,,,,,,,,,,,,Ta Prohm,,,,,,,,,Ta Prohm,,,,Ta Prohm,,,,Ta Prohm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ta Prohm,,,Ta Prohm,,,,,,,,,,,Ta Prohm,,,Ta Prohm,,,,Ta Prohm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,타 프롬,,ប្រាសាទតាព្រហ្ម,,,,,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Terrace of the Leper King,癞王平台,https://batpad.github.io/quick-geocode/?name=Terrace%20of%20the%20Leper%20King&city=Siem%20Reap,"https://www.google.com/maps/search/Terrace+of+the+Leper+King,+Siem+Reap/",way,240266625,,#N/A,,,,,,Q616520,en:Terrace of the Leper King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terrasse des Lepra-Königs,,,,,,,,,,,,,,,,,,,,Terrace of the Leper King,,,,,terrasse du Roi lépreux,,,,,,,,,,Терраса Прокажённого короля,,,,,,,,,,,,,,,,,,,,,,ライ王のテラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leprás király terasza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sân Vua Cùi,,,Terrazza del Re lebbroso,,,,,,,,,,,Teras Raja Kusta,,,Terrace of the Leper King,,,,Den spedalske konges terrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,លានស្តេចគំលង់,,,,,,,,,,,,,
Siem Reap,OSM,arun,Tourism,Western Mebon,西梅奔寺,https://batpad.github.io/quick-geocode/?name=Western%20Mebon&city=Siem%20Reap,"https://www.google.com/maps/search/Western+Mebon,+Siem+Reap/",way,194784742,,#N/A,,,,,,Q599465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ปราสาทแม่บุญตะวันตก,,,,,,,,,,Westlicher Mebon,,,,,,,,,,,,,,,,,,,,West Mebon,西梅奔寺,,,,Mebon occidental,,,,Mendebaldeko Mebon,,,,,,Западный Мебон,,,,,,,,,,,,,,,,,,,,,,西メボン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nyugati Mebon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Mebon,,,Mebon occidentale,,,,,,,,,,,,,,West Mebon,,,,Vestre Mebon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ប្រាសាទមេបុណ្យខាងលិច,,,,,,,,,,,,,
Singapore,OSM,,Hotel,"Shangri - La Hotel, Singapore",新加坡香格里拉大酒店,"https://batpad.github.io/quick-geocode/?name=Shangri%20-%20La%20Hotel,%20Singapore&city=Singapore","https://www.google.com/maps/search/Shangri+-+La+Hotel,+Singapore,+Singapore/",way,41890532,,#N/A,,103.82652,1.3113,La Hotel,,,en:Shangri-La Hotel Singapore,,,,,,,,,,,,新加坡香格里拉大酒店,,,,,,,,,,,,,,,,,,,,,,,,,,ஷங்க்ரி-லா ஹோட்டல் - சிங்கப்பூர்,,,,,,,,,,,,,,,新加坡香格里拉大酒店,,,,新加坡香格里拉大酒店,,,,,,Shangri-La Hotel Singapore,新加坡香格里拉大酒店,,,,,,,,,,,,,,Отель Шангри-Ла Сингапур,,,,,,,,,,,,,,,,,,,,,,シャングリ・ラ・ホテル・シンガポール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"शांग्री–ला हॉटेल, सिंगापूर",,,,,,,,,,,,,,فندق شانغريلا في سنغافورة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,OSM,,Shopping,Raffles City Shopping Centre,莱佛士城购物中心,https://batpad.github.io/quick-geocode/?name=Raffles%20City%20Shopping%20Centre&city=Singapore,"https://www.google.com/maps/search/Raffles+City+Shopping+Centre,+Singapore/",way,39487263,,#N/A,,103.85335,1.2939,Raffles City Shopping Centre,,,en:Raffles City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萊佛士城,,,,,,Raffles City,,,,,Raffles City,,,,,,,,,,Раффлз-Сити,,,,莱佛士城,,,,,,,,,,,,,,,,,,ラッフルズシティRaffles City,,,,,,,,,,,,,,,,,,,,,,,,,Raffles City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,래플스 시티,,,,,,,,,,,,,,,
Singapore,OSM,,Tourism,Chinese Garden,裕华园,https://batpad.github.io/quick-geocode/?name=Chinese%20Garden&city=Singapore,"https://www.google.com/maps/search/Chinese+Garden,+Singapore/",way,20455631,,#N/A,,103.8635474,1.2830986,Chinese Garden,,Q5100456,"en:Chinese Garden, Singapore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,சீனத்தோட்டம்,,,,,,,,,,,,,,,裕华园,,,,,,,,,,"Chinese Garden, Singapore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,裕華園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
