Name,osm:wikidata,admin,wiki:logs,Wikidata Link,wiki:logs,wiki:wikidata,wiki:label:en,wiki:wikipedia:en,wiki:Distance,wiki:label:no,wiki:label:nb,wiki:label:nn,wiki:label:sv
Príncipe,Q210636,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q210636,"No no label,nb Present,No nn label,sv Present,",Q210636,Príncipe,Príncipe,,,Príncipe,,Príncipe
Hadhramaut Governorate,Q241135,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q241135,"No no label,nb Present,nn Present,sv Present,",Q241135,Hadhramaut Governorate,Hadhramaut Governorate,,,Guvernementet Hadhramaut,Hadhramaut guvernement,Guvernementet Hadhramaut
Greater Accra Region,Q431729,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q431729,"No no label,nb Present,No nn label,sv Present,",Q431729,Greater Accra Region,Greater Accra Region,,,Greater Accra,,Storaccra
South Banat District,Q720030,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q720030,"No no label,No nb label,No nn label,sv Present,",Q720030,South Banat District,South Banat District,,,,,Södra Banatet
Lower Austria,Q42497,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q42497,"No no label,nb Present,nn Present,sv Present,",Q42497,Lower Austria,Lower Austria,,,Niederösterreich,Niederösterreich,Niederösterreich
Vienna,Q1741,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1741,"No no label,nb Present,nn Present,sv Present,",Q1741,Vienna,Vienna,,,Wien,Wien,Wien
Strenči municipality,Q2299223,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q2299223,"No no label,No nb label,No nn label,sv Present,",Q2299223,Strenči municipality,Strenči Municipality,,,,,Strenču novads
Los Ríos Province,Q504260,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q504260,"No no label,nb Present,No nn label,sv Present,",Q504260,Los Ríos Province,Los Ríos Province,,,Los Ríos,,Los Ríos
Gaziantep Province,Q483154,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q483154,"No no label,nb Present,nn Present,sv Present,",Q483154,Gaziantep Province,Gaziantep Province,,,Gaziantep,Provinsen Gaziantep,Gaziantep
Al Sharqia Governorate,Q31074,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q31074,"No no label,nb Present,nn Present,sv Present,",Q31074,Al Sharqia Governorate,Sharqia Governorate,,,Ash Sharqiyah,Sharqia guvernement,Ash-Sharqiyya
Berovo Municipality,Q793727,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q793727,"No no label,No nb label,No nn label,sv Present,",Q793727,Berovo Municipality,Berovo Municipality,,,,,Berovo
Maribor City Municipality,Q3435104,region,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q3435104,"No no label,No nb label,No nn label,No sv label,",Q3435104,Maribor City Municipality,City Municipality of Maribor,,,,,
Dohuk Governorate,Q189541,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q189541,"No no label,nb Present,No nn label,sv Present,",Q189541,Dohuk Governorate,Dohuk Governorate,,,Dahuk,,Dahuk
City Municipality of Celje,Q3441823,region,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q3441823,"No no label,No nb label,No nn label,No sv label,",Q3441823,City Municipality of Celje,City Municipality of Celje,,,,,
Ohangwena Region,Q845702,region,"No no label,nb Present,No nn label,No sv label,",https://wikidata.org/wiki/Q845702,"No no label,nb Present,No nn label,No sv label,",Q845702,Ohangwena Region,Ohangwena Region,,,Ohangwena,,
The Valley,Q30994,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q30994,"No no label,nb Present,nn Present,sv Present,",Q30994,The Valley,"The Valley, Anguilla",,,The Valley,The Valley,The Valley
Munxar,Q587462,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q587462,"No no label,No nb label,No nn label,sv Present,",Q587462,Munxar,Munxar,,,,,Il-Munxar (kommun i Malta)
Oromia Region,Q202107,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q202107,"No no label,nb Present,nn Present,sv Present,",Q202107,Oromia Region,Oromia Region,,,Oromia,Oromiaregionen,Oromia
San Cristóbal Province,Q1366107,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q1366107,"No no label,No nb label,No nn label,sv Present,",Q1366107,San Cristóbal Province,San Cristóbal Province,,,,,San Cristóbal
Cebu City,Q1467,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1467,"No no label,nb Present,nn Present,sv Present,",Q1467,Cebu City,Cebu City,,,Cebu City,Byen Cebu,Cebu City
Trujillo,Q202068,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q202068,"No no label,nb Present,nn Present,sv Present,",Q202068,Trujillo,Trujillo (state),,,Trujillo,Trujillo i Venezuela,Trujillo
Mellieħa,Q755979,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q755979,"No no label,nb Present,No nn label,sv Present,",Q755979,Mellieħa,Mellieħa,,,Mellieħa,,Il-Mellieħa (kommun i Malta)
Al-Qassim Region,Q1105411,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1105411,"No no label,nb Present,nn Present,sv Present,",Q1105411,Al-Qassim Region,Al-Qassim Region,,,Al Qasim (provins),Al-Qassim-regionen,Al Qasim
Alger,Q355667,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q355667,"No no label,nb Present,nn Present,sv Present,",Q355667,Alger,Alger,,,Alger,Alger,Alger
Western Australia,Q3206,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q3206,"No no label,nb Present,nn Present,sv Present,",Q3206,Western Australia,Western Australia,,,Vest-Australia,Vest-Australia,Western Australia
Piacenza,Q13329,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q13329,"No no label,nb Present,nn Present,sv Present,",Q13329,Piacenza,Piacenza,,,Piacenza,Piacenza,Piacenza
Amoron'i Mania,Q474134,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q474134,"No no label,nb Present,No nn label,sv Present,",Q474134,Amoron'i Mania,Amoron'i Mania,,,Amoron'i Mania,,Amoron'i Maniaregionen
Punjab,Q4478,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q4478,"No no label,nb Present,nn Present,sv Present,",Q4478,Punjab,"Punjab, Pakistan",,,Punjab,Panjab i Pakistan,Punjab
Sekong Province,Q585707,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q585707,"No no label,nb Present,No nn label,sv Present,",Q585707,Sekong Province,Sekong Province,,,Sekong,,Sekong
White Nile,Q311371,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q311371,"No no label,No nb label,No nn label,sv Present,",Q311371,White Nile,White Nile (state),,,,,An-Nil al-Abyad
Côtes-d'Armor,Q3349,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q3349,"No no label,nb Present,nn Present,sv Present,",Q3349,Côtes-d'Armor,Côtes-d'Armor,,,Côtes-d'Armor,Côtes-d'Armor,Côtes-d'Armor
Orhei District,Q2112462,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q2112462,"No no label,nb Present,No nn label,sv Present,",Q2112462,Orhei District,Orhei District,,,Orhei,,Orhei rajon
Barinas,Q43271,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q43271,"No no label,nb Present,nn Present,sv Present,",Q43271,Barinas,Barinas (state),,,Barinas,Barinas i Venezuela,Barinas
Atyrau Province,Q427658,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q427658,"No no label,nb Present,nn Present,sv Present,",Q427658,Atyrau Province,Atyrau Region,,,Atyrau oblast,Atyrau oblast,Atyraw
Muğla Province,Q123934,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q123934,"No no label,nb Present,nn Present,sv Present,",Q123934,Muğla Province,Muğla Province,,,Muğla,Provinsen Muğla,Muğla
Ain,Q3083,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q3083,"No no label,nb Present,nn Present,sv Present,",Q3083,Ain,Ain,,,Ain,Ain,Ain
Risaralda Department,Q13993,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q13993,"No no label,nb Present,nn Present,sv Present,",Q13993,Risaralda Department,Risaralda Department,,,Risaralda,Risaralda-departementet,Risaralda
Babīte municipality,Q2079353,region,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q2079353,"No no label,No nb label,No nn label,No sv label,",Q2079353,Babīte municipality,Babīte Municipality,,,,,
Centre,Q739951,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q739951,"No no label,nb Present,No nn label,sv Present,",Q739951,Centre,Centre Region (Cameroon),,,Centre,,Centrumregionen
Haute-Saône,Q12730,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q12730,"No no label,nb Present,nn Present,sv Present,",Q12730,Haute-Saône,Haute-Saône,,,Haute-Saône,Haute-Saône,Haute-Saône
Dubrovnik-Neretva County,Q58289,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q58289,"No no label,nb Present,nn Present,sv Present,",Q58289,Dubrovnik-Neretva County,Dubrovnik-Neretva County,,,Dubrovnik-Neretva,Dubrovnik-Neretva,Dubrovnik-Neretvas län
Shirak Region,Q201063,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q201063,"No no label,nb Present,No nn label,sv Present,",Q201063,Shirak Region,Shirak Province,,,Sjirak,,Sjirak
Fergana Region,Q487089,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q487089,"No no label,No nb label,No nn label,sv Present,",Q487089,Fergana Region,Fergana Region,,,,,Fergana
Lagunes Region,Q639491,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q639491,"No no label,nb Present,No nn label,sv Present,",Q639491,Lagunes Region,Lagunes Region,,,Lagunes,,Region Lagunes
Ghat District,Q48236,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q48236,"No no label,nb Present,No nn label,sv Present,",Q48236,Ghat District,Ghat District,,,Ghat,,Ghat
Varaždin County,Q57967,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q57967,"No no label,nb Present,No nn label,sv Present,",Q57967,Varaždin County,Varaždin County,,,Varaždin,,Varaždins län
Attard,Q44557,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q44557,"No no label,nb Present,No nn label,sv Present,",Q44557,Attard,Attard,,,Attard,,Attard (kommun)
Nakapiripirit District,Q1375853,region,"No no label,nb Present,No nn label,No sv label,",https://wikidata.org/wiki/Q1375853,"No no label,nb Present,No nn label,No sv label,",Q1375853,Nakapiripirit District,Nakapiripirit District,,,Nakapiripirit,,
Ennedi Region,Q748093,region,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q748093,"No no label,No nb label,No nn label,No sv label,",Q748093,Ennedi Region,Ennedi Region,,,,,
Leiria District,Q244512,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q244512,"No no label,nb Present,No nn label,sv Present,",Q244512,Leiria District,Leiria District,,,Leiria,,Leiria
Bumthang District,Q463242,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q463242,"No no label,nb Present,No nn label,sv Present,",Q463242,Bumthang District,Bumthang District,,,Bumthang,,Bumthang
Pomeroon-Supenaam,Q680382,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q680382,"No no label,nb Present,No nn label,sv Present,",Q680382,Pomeroon-Supenaam,Pomeroon-Supenaam,,,Pomeroon-Supenaam,,Pomeroon-Supenaam
Dingli,Q905641,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q905641,"No no label,No nb label,No nn label,sv Present,",Q905641,Dingli,Dingli,,,,,Dingli (kommun)
Gisborne region,Q140246,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q140246,"No no label,nb Present,nn Present,sv Present,",Q140246,Gisborne region,Gisborne District,,,Gisborne,Regionen Gisborne,Gisborne
Nereta municipality,Q2161795,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q2161795,"No no label,No nb label,No nn label,sv Present,",Q2161795,Nereta municipality,Nereta Municipality,,,,,Neretas novads
Boulkiemdé Province,Q895102,region,"No no label,nb Present,No nn label,No sv label,",https://wikidata.org/wiki/Q895102,"No no label,nb Present,No nn label,No sv label,",Q895102,Boulkiemdé Province,Boulkiemdé Province,,,Boulkiemdé,,
Baldone municipality,Q2030886,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q2030886,"No no label,No nb label,No nn label,sv Present,",Q2030886,Baldone municipality,Baldone Municipality,,,,,Baldones novads
Tamanghasset Province,Q229467,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q229467,"No no label,nb Present,No nn label,sv Present,",Q229467,Tamanghasset Province,Tamanrasset Province,,,Tamanrasset,,Tamanrasset
Jesenice Municipality,Q15881,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q15881,"No no label,nb Present,nn Present,sv Present,",Q15881,Jesenice Municipality,Municipality of Jesenice,,,Jesenice,Jesenice,Jesenice
Suva Reka,Q59086,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q59086,"No no label,No nb label,No nn label,sv Present,",Q59086,Suva Reka,Suva Reka,,,,,Komuna e Thërandës
Arta Region,Q705941,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q705941,"No no label,nb Present,No nn label,sv Present,",Q705941,Arta Region,Arta Region,,,Arta,,Arta (region)
Limerick,Q133315,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q133315,"No no label,nb Present,nn Present,sv Present,",Q133315,Limerick,Limerick,,,Limerick,Limerick,Limerick
North Eastern Province,Q390213,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q390213,"No no label,nb Present,No nn label,sv Present,",Q390213,North Eastern Province,North Eastern Province (Kenya),,,North Eastern Province,,Nordöstra provinsen
Monte Cristi Province,Q592624,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q592624,"No no label,No nb label,No nn label,sv Present,",Q592624,Monte Cristi Province,Monte Cristi Province,,,,,Monte Cristi
Dojran,Q956963,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q956963,"No no label,No nb label,No nn label,sv Present,",Q956963,Dojran,Dojran,,,,,Dojran
Maldonado Department,Q331196,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q331196,"No no label,nb Present,No nn label,sv Present,",Q331196,Maldonado Department,Maldonado Department,,,Maldonado,,Maldonado
Doubs,Q3361,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q3361,"No no label,nb Present,nn Present,sv Present,",Q3361,Doubs,Doubs,,,Doubs,Doubs,Doubs
Limbaži municipality,Q1579076,region,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q1579076,"No no label,No nb label,No nn label,No sv label,",Q1579076,Limbaži municipality,Limbaži Municipality,,,,,
Daman and Diu,Q66710,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q66710,"No no label,nb Present,nn Present,sv Present,",Q66710,Daman and Diu,Daman and Diu,,,Daman og Diu,Daman og Diu,Daman och Diu
Moneragala,Q2569894,region,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q2569894,"No no label,No nb label,No nn label,No sv label,",Q2569894,Moneragala,Monaragala,,,,,
Falkland Islands,Q9648,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q9648,"No no label,nb Present,nn Present,sv Present,",Q9648,Islas Malvinas,Falkland Islands,,,Falklandsøyene,Falklandsøyane,Falklandsöarna
Vaavu Atoll,Q2709111,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q2709111,"No no label,No nb label,No nn label,sv Present,",Q2709111,Vaavu Atoll,Vaavu Atoll,,,,,Vaavu Atholhu
Sorsogon,Q13881,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q13881,"No no label,nb Present,No nn label,sv Present,",Q13881,Sorsogon,Sorsogon,,,Sorsogon,,Sorsogon
Taraba State,Q463959,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q463959,"No no label,nb Present,No nn label,sv Present,",Q463959,Taraba State,Taraba State,,,Taraba,,Taraba
Ryazan Oblast,Q2753,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q2753,"No no label,nb Present,nn Present,sv Present,",Q2753,Ryazan Oblast,Ryazan Oblast,,,Rjazan,Rjazan oblast,Rjazan oblast
Mazandaran Province,Q308864,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q308864,"No no label,nb Present,nn Present,sv Present,",Q308864,Mazandaran Province,Mazandaran Province,,,Mazandaran,Mazandaran,Mazandaran
Shimane Prefecture,Q132751,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q132751,"No no label,nb Present,No nn label,sv Present,",Q132751,Shimane Prefecture,Shimane Prefecture,,,Shimane,,Shimane prefektur
Koper,Q1015,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1015,"No no label,nb Present,nn Present,sv Present,",Q1015,Koper,Koper,,,Koper,Koper,Koper
Zhejiang,Q16967,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q16967,"No no label,nb Present,nn Present,sv Present,",Q16967,Zhejiang,Zhejiang,,,Zhejiang,Zhejiang,Zhejiang
Cañar Province,Q335471,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q335471,"No no label,nb Present,No nn label,sv Present,",Q335471,Cañar Province,Cañar Province,,,Cañar,,Cañar
Bulambuli District,Q1114868,region,"No no label,nb Present,No nn label,No sv label,",https://wikidata.org/wiki/Q1114868,"No no label,nb Present,No nn label,No sv label,",Q1114868,Bulambuli District,Bulambuli District,,,Bulambuli,,
Jowzjan,Q183036,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q183036,"No no label,nb Present,No nn label,sv Present,",Q183036,Jowzjan,Jowzjan Province,,,Jowzjan,,Jowzjan
Sint Maarten,Q26273,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q26273,"No no label,nb Present,nn Present,sv Present,",Q26273,Sint Maarten,Sint Maarten,,,Sint Maarten,Sint Maarten,Sint Maarten
Butaleja District,Q1375755,region,"No no label,nb Present,No nn label,No sv label,",https://wikidata.org/wiki/Q1375755,"No no label,nb Present,No nn label,No sv label,",Q1375755,Butaleja District,Butaleja District,,,Butaleja,,
Sveti Andraž v Slovenskih Goricah Municipality,Q925149,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q925149,"No no label,No nb label,No nn label,sv Present,",Q925149,Sveti Andraž v Slovenskih Goricah Municipality,Municipality of Sveti Andraž v Slovenskih Goricah,,,,,Sveti Andraž v Slovenskih Goricah
Capital District,Q492791,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q492791,"No no label,No nb label,No nn label,sv Present,",Q492791,Capital District,Capital District (Venezuela),,,,,Venezuelas huvudstadsdistrikt
Meknès-Tafilalet,Q497006,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q497006,"No no label,No nb label,No nn label,sv Present,",Q497006,Meknès-Tafilalet,Meknès-Tafilalet,,,,,Meknès-Tafilalet
Kamuli District,Q164474,region,"No no label,nb Present,No nn label,No sv label,",https://wikidata.org/wiki/Q164474,"No no label,nb Present,No nn label,No sv label,",Q164474,Kamuli District,Kamuli District,,,Kamuli,,
Grand'Anse Praslin,Q1231388,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q1231388,"No no label,No nb label,No nn label,sv Present,",Q1231388,Grand'Anse Praslin,Grand'Anse Praslin,,,,,Grand'Anse Praslin
Aiga-i-le-Tai,Q1144488,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q1144488,"No no label,nb Present,No nn label,sv Present,",Q1144488,Aiga-i-le-Tai,Aiga-i-le-Tai,,,Aiga-i-le-Tai,,Aiga-i-le-Tai
Qashqadaryo Region,Q487577,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q487577,"No no label,No nb label,No nn label,sv Present,",Q487577,Qashqadaryo Region,Qashqadaryo Region,,,,,Qasjqadarja
County Leitrim,Q107397,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q107397,"No no label,nb Present,nn Present,sv Present,",Q107397,County Leitrim,County Leitrim,,,Leitrim,County Leitrim,Leitrim
Čaška Municipality,Q1994547,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q1994547,"No no label,No nb label,No nn label,sv Present,",Q1994547,Čaška Municipality,Čaška Municipality,,,,,Casjka
Olaine municipality,Q2451375,region,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q2451375,"No no label,No nb label,No nn label,No sv label,",Q2451375,Olaine municipality,Olaine Municipality,,,,,
Nayala Province,Q1141776,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q1141776,"No no label,nb Present,No nn label,sv Present,",Q1141776,Nayala Province,Nayala Province,,,Nayala,,Province du Nayala
Sissili Province,Q964281,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q964281,"No no label,nb Present,No nn label,sv Present,",Q964281,Sissili Province,Sissili Province,,,Sissili,,Province de la Sissili
Santa Catarina,Q494882,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q494882,"No no label,nb Present,No nn label,sv Present,",Q494882,Santa Catarina,"Santa Catarina, Cape Verde",,,Santa Catarina,,Concelho de Santa Catarina
Parma,Q2683,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q2683,"No no label,nb Present,nn Present,sv Present,",Q2683,Parma,Parma,,,Parma,Parma,Parma
Cat Island,Q1050154,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q1050154,"No no label,nb Present,No nn label,sv Present,",Q1050154,Cat Island,"Cat Island, Bahamas",,,Cat Island (Bahamas),,Cat Island
Cao Bằng,Q36865,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q36865,"No no label,No nb label,No nn label,sv Present,",Q36865,Cao Bằng,Cao Bằng Province,,,,,Cao Bang
Kourwéogo Province,Q661376,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q661376,"No no label,nb Present,No nn label,sv Present,",Q661376,Kourwéogo Province,Kourwéogo Province,,,Kourwéogo,,Province du Kourwéogo
Rift Valley Province,Q38587,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q38587,"No no label,nb Present,nn Present,sv Present,",Q38587,Rift Valley Province,Rift Valley Province,,,Rift Valley Province,Rift Valley-provinsen,Rift Valley-provinsen
Quthing District,Q839060,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q839060,"No no label,nb Present,No nn label,sv Present,",Q839060,Quthing District,Quthing District,,,Quthing,,Quthing (distrikt)
Mandaluyong,Q9085,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q9085,"No no label,nb Present,No nn label,sv Present,",Q9085,Mandaluyong,Mandaluyong,,,Mandaluyong,,Mandaluyong
Şanlıurfa Province,Q388469,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q388469,"No no label,nb Present,nn Present,sv Present,",Q388469,Şanlıurfa Province,Şanlıurfa Province,,,Şanlıurfa,provinsen Şanlıurfa,Şanlıurfa (provins)
Baden-Württemberg,Q985,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q985,"No no label,nb Present,nn Present,sv Present,",Q985,Baden-Württemberg,Baden-Württemberg,,,Baden-Württemberg,Baden-Württemberg,Baden-Württemberg
Kaohsiung City,Q181557,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q181557,"No no label,nb Present,nn Present,sv Present,",Q181557,Kaohsiung City,Kaohsiung,,,Kaohsiung,Kaohsiung,Kaohsiung
Central Division,Q1053789,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q1053789,"No no label,nb Present,No nn label,sv Present,",Q1053789,Central Division,"Central Division, Fiji",,,Central,,Centrala divisionen
Leningrad Oblast,Q2191,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q2191,"No no label,nb Present,nn Present,sv Present,",Q2191,Leningrad Oblast,Leningrad Oblast,,,Leningrad,Leningrad oblast,Leningrad oblast
Ucayali Region,Q207424,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q207424,"No no label,nb Present,nn Present,sv Present,",Q207424,Ucayali Region,Ucayali Region,,,Ucayali,Ucayali-regionen,Ucayali
Djelfa Province,Q233233,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q233233,"No no label,nb Present,No nn label,sv Present,",Q233233,Djelfa Province,Djelfa Province,,,Djelfa,,Djelfa
Bistriţa-Năsăud County,Q181513,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q181513,"No no label,nb Present,nn Present,sv Present,",Q181513,Bistriţa-Năsăud County,Bistrița-Năsăud County,,,Bistrița-Năsăud,Bistriţa-Năsăud fylke,Bistrița-Năsăud
Kachin State,Q140646,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q140646,"No no label,nb Present,No nn label,sv Present,",Q140646,Kachin State,Kachin State,,,Kachin,,Kachin
Sevnica Municipality,Q11214302,region,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q11214302,"No no label,No nb label,No nn label,No sv label,",Q11214302,Sevnica Municipality,Municipality of Sevnica,,,,,
"Blowing Point, Anguilla",Q4928593,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q4928593,"No no label,No nb label,No nn label,sv Present,",Q4928593,"Blowing Point, Anguilla","Blowing Point, Anguilla",,,,,Blowing Point Village
Taichung,Q245023,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q245023,"No no label,nb Present,No nn label,sv Present,",Q245023,Taichung,Taichung,,,Taichung,,Taichung
Dakahlia Governorate,Q31068,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q31068,"No no label,nb Present,No nn label,sv Present,",Q31068,Dakahlia Governorate,Dakahlia Governorate,,,Ad Daqahliyah,,Ad-Daqahliyya
Nakhon Sawan,Q239844,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q239844,"No no label,nb Present,No nn label,sv Present,",Q239844,Nakhon Sawan,Nakhon Sawan Province,,,Nakhon Sawan,,Nakhon Sawan
Shaki,Q234783,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q234783,"No no label,nb Present,No nn label,sv Present,",Q234783,Shaki,"Shaki, Azerbaijan",,,Şəki,,Sjaki
