Name,osm:wikidata,admin,wiki:logs,Wikidata Link,wiki:logs,wiki:wikidata,wiki:label:en,wiki:wikipedia:en,wiki:Distance,wiki:label:no,wiki:label:nb,wiki:label:nn,wiki:label:sv
Lesotho,Q1013,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1013,"No no label,nb Present,nn Present,sv Present,",Q1013,Lesotho,Lesotho,,,Lesotho,Lesotho,Lesotho
Albania,Q222,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q222,"No no label,nb Present,nn Present,sv Present,",Q222,Albania,Albania,,,Albania,Albania,Albanien
Niue,Q34020,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q34020,"No no label,nb Present,nn Present,sv Present,",Q34020,Niue,Niue,,,Niue,Niue,Niue
Peru,Q419,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q419,"No no label,nb Present,nn Present,sv Present,",Q419,Peru,Peru,,,Peru,Peru,Peru
Bosnia and Herzegovina,Q225,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q225,"No no label,nb Present,nn Present,sv Present,",Q225,Bosnia and Herzegovina,Bosnia and Herzegovina,,,Bosnia-Hercegovina,Bosnia-Hercegovina,Bosnien och Hercegovina
Italy,Q38,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q38,"No no label,nb Present,nn Present,sv Present,",Q38,Italy,Italy,,,Italia,Italia,Italien
San Marino,Q238,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q238,"No no label,nb Present,nn Present,sv Present,",Q238,San Marino,San Marino,,,San Marino,San Marino,San Marino
Angola,Q916,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q916,"No no label,nb Present,nn Present,sv Present,",Q916,Angola,Angola,,,Angola,Angola,Angola
Tanzania,Q924,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q924,"No no label,nb Present,nn Present,sv Present,",Q924,Tanzania,Tanzania,,,Tanzania,Tanzania,Tanzania
Bailiwick of Guernsey,Q23197275,country,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q23197275,"No no label,No nb label,No nn label,No sv label,",Q23197275,Bailiwick of Guernsey,Bailiwick of Guernsey,,,,,
Zimbabwe,Q954,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q954,"No no label,nb Present,nn Present,sv Present,",Q954,Zimbabwe,Zimbabwe,,,Zimbabwe,Zimbabwe,Zimbabwe
Colombia,Q739,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q739,"No no label,nb Present,nn Present,sv Present,",Q739,Colombia,Colombia,,,Colombia,Colombia,Colombia
Tunisia,Q948,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q948,"No no label,nb Present,nn Present,sv Present,",Q948,Tunisia,Tunisia,,,Tunisia,Tunisia,Tunisien
Holy See,Q159583,country,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q159583,"No no label,nb Present,No nn label,sv Present,",Q159583,Holy See,Holy See,,,Den hellige stol,,Heliga stolen
Cameroon,Q1009,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1009,"No no label,nb Present,nn Present,sv Present,",Q1009,Cameroon,Cameroon,,,Kamerun,Kamerun,Kamerun
Costa Rica,Q800,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q800,"No no label,nb Present,nn Present,sv Present,",Q800,Costa Rica,Costa Rica,,,Costa Rica,Costa Rica,Costa Rica
Iraq,Q796,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q796,"No no label,nb Present,nn Present,sv Present,",Q796,Iraq,Iraq,,,Irak,Irak,Irak
Benin,Q962,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q962,"No no label,nb Present,nn Present,sv Present,",Q962,Benin,Benin,,,Benin,Benin,Benin
Brazil,Q155,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q155,"No no label,nb Present,nn Present,sv Present,",Q155,Brazil,Brazil,,,Brasil,Brasil,Brasilien
Netherlands,Q55,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q55,"No no label,nb Present,nn Present,sv Present,",Q55,Netherlands,Netherlands,,,Nederland,Nederland,Nederländerna
South Korea,Q884,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q884,"No no label,nb Present,nn Present,sv Present,",Q884,South Korea,South Korea,,,Sør-Korea,Sør-Korea,Sydkorea
Gambia,Q1005,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1005,"No no label,nb Present,nn Present,sv Present,",Q1005,Gambia,The Gambia,,,Gambia,Gambia,Gambia
Antarctica,Q51,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q51,"No no label,nb Present,nn Present,sv Present,",Q51,Antarctica,Antarctica,,,Antarktika,Antarktis,Antarktis
Faroe Islands,Q4628,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q4628,"No no label,nb Present,nn Present,sv Present,",Q4628,Faroe Islands,Faroe Islands,,,Færøyene,Færøyane,Färöarna
Sweden,Q34,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q34,"No no label,nb Present,nn Present,sv Present,",Q34,Sweden,Sweden,,,Sverige,Sverige,Sverige
Finland,Q33,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q33,"No no label,nb Present,nn Present,sv Present,",Q33,Finland,Finland,,,Finland,Finland,Finland
Australia,Q408,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q408,"No no label,nb Present,nn Present,sv Present,",Q408,Australia,Australia,,,Australia,Australia,Australien
Bermuda,Q23635,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q23635,"No no label,nb Present,nn Present,sv Present,",Q23635,Bermuda,Bermuda,,,Bermuda,Bermuda,Bermuda
New Caledonia,Q33788,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q33788,"No no label,nb Present,nn Present,sv Present,",Q33788,New Caledonia,New Caledonia,,,Ny-Caledonia,Ny-Caledonia,Nya Kaledonien
Slovakia,Q214,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q214,"No no label,nb Present,nn Present,sv Present,",Q214,Slovakia,Slovakia,,,Slovakia,Slovakia,Slovakien
Equatorial Guinea,Q983,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q983,"No no label,nb Present,nn Present,sv Present,",Q983,Equatorial Guinea,Equatorial Guinea,,,Ekvatorial-Guinea,Ekvatorial-Guinea,Ekvatorialguinea
Malawi,Q1020,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1020,"No no label,nb Present,nn Present,sv Present,",Q1020,Malawi,Malawi,,,Malawi,Malawi,Malawi
Belgium,Q31,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q31,"No no label,nb Present,nn Present,sv Present,",Q31,Belgium,Belgium,,,Belgia,Belgia,Belgien
Spain,Q29,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q29,"No no label,nb Present,nn Present,sv Present,",Q29,Spain,Spain,,,Spania,Spania,Spanien
Panama,Q804,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q804,"No no label,nb Present,nn Present,sv Present,",Q804,Panama,Panama,,,Panama,Panama,Panama
Mozambique,Q1029,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1029,"No no label,nb Present,nn Present,sv Present,",Q1029,Mozambique,Mozambique,,,Mosambik,Mosambik,Moçambique
Solomon Islands,Q685,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q685,"No no label,nb Present,nn Present,sv Present,",Q685,Solomon Islands,Solomon Islands,,,Salomonøyene,Salomonøyane,Salomonöarna
Algeria,Q262,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q262,"No no label,nb Present,nn Present,sv Present,",Q262,Algeria,Algeria,,,Algerie,Algerie,Algeriet
Ghana,Q117,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q117,"No no label,nb Present,nn Present,sv Present,",Q117,Ghana,Ghana,,,Ghana,Ghana,Ghana
Andorra,Q228,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q228,"No no label,nb Present,nn Present,sv Present,",Q228,Andorra,Andorra,,,Andorra,Andorra,Andorra
Democratic Republic of the Congo,Q974,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q974,"No no label,nb Present,nn Present,sv Present,",Q974,Democratic Republic of the Congo,Democratic Republic of the Congo,,,Den demokratiske republikken Kongo,Den demokratiske republikken Kongo,Kongo-Kinshasa
Eritrea,Q986,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q986,"No no label,nb Present,nn Present,sv Present,",Q986,Eritrea,Eritrea,,,Eritrea,Eritrea,Eritrea
Guinea-Bissau,Q1007,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1007,"No no label,nb Present,nn Present,sv Present,",Q1007,Guinea-Bissau,Guinea-Bissau,,,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau
United Arab Emirates,Q878,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q878,"No no label,nb Present,nn Present,sv Present,",Q878,United Arab Emirates,United Arab Emirates,,,De forente arabiske emirater,Dei sameinte arabiske emirata,Förenade Arabemiraten
Turkish Republic of Northern Cyprus,Q23681,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q23681,"No no label,nb Present,nn Present,sv Present,",Q23681,Turkish Republic of Northern Cyprus,Northern Cyprus,,,Nord-Kypros,Nord-Kypros,Nordcypern
Cambodia,Q424,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q424,"No no label,nb Present,nn Present,sv Present,",Q424,Cambodia,Cambodia,,,Kambodsja,Kambodsja,Kambodja
Sao Tomé and Príncipe,Q1039,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1039,"No no label,nb Present,nn Present,sv Present,",Q1039,Sao Tomé and Príncipe,São Tomé and Príncipe,,,São Tomé og Príncipe,São Tomé og Príncipe,São Tomé och Príncipe
Heard Island and McDonald Islands,Q131198,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q131198,"No no label,nb Present,nn Present,sv Present,",Q131198,Heard Island and McDonald Islands,Heard Island and McDonald Islands,,,Heard- og McDonaldøyene,Heard- og McDonaldøyane,Heard- och McDonaldöarna
Mexico,Q96,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q96,"No no label,nb Present,nn Present,sv Present,",Q96,Mexico,Mexico,,,Mexico,Mexico,Mexiko
Aruba,Q21203,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q21203,"No no label,nb Present,nn Present,sv Present,",Q21203,Aruba,Aruba,,,Aruba,Aruba,Aruba
Estonia,Q191,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q191,"No no label,nb Present,nn Present,sv Present,",Q191,Estonia,Estonia,,,Estland,Estland,Estland
Baikonur Cosmodrome,Q177477,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q177477,"No no label,nb Present,nn Present,sv Present,",Q177477,Baikonur Cosmodrome,Baikonur Cosmodrome,,,Bajkonur kosmodrom,Kosmodrom Bajkonur,Kosmodromen i Bajkonur
Honduras,Q783,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q783,"No no label,nb Present,nn Present,sv Present,",Q783,Honduras,Honduras,,,Honduras,Honduras,Honduras
Barbados,Q244,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q244,"No no label,nb Present,nn Present,sv Present,",Q244,Barbados,Barbados,,,Barbados,Barbados,Barbados
Taiwan,Q865,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q865,"No no label,nb Present,nn Present,sv Present,",Q865,Taiwan,Taiwan,,,Republikken Kina,Republikken Kina,Taiwan
Oman,Q842,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q842,"No no label,nb Present,nn Present,sv Present,",Q842,Oman,Oman,,,Oman,Oman,Oman
Ukraine,Q212,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q212,"No no label,nb Present,nn Present,sv Present,",Q212,Ukraine,Ukraine,,,Ukraina,Ukraina,Ukraina
Fiji,Q712,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q712,"No no label,nb Present,nn Present,sv Present,",Q712,Fiji,Fiji,,,Fiji,Fiji,Fiji
Nepal,Q837,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q837,"No no label,nb Present,nn Present,sv Present,",Q837,Nepal,Nepal,,,Nepal,Nepal,Nepal
Afghanistan,Q889,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q889,"No no label,nb Present,nn Present,sv Present,",Q889,Afghanistan,Afghanistan,,,Afghanistan,Afghanistan,Afghanistan
Jordan,Q810,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q810,"No no label,nb Present,nn Present,sv Present,",Q810,Jordan,Jordan,,,Jordan,Jordan,Jordanien
Åland Islands,Q5689,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q5689,"No no label,nb Present,nn Present,sv Present,",Q5689,Åland Islands,Åland Islands,,,Åland,Åland,Åland
Portugal,Q45,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q45,"No no label,nb Present,nn Present,sv Present,",Q45,Portugal,Portugal,,,Portugal,Portugal,Portugal
Norfolk Island,Q31057,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q31057,"No no label,nb Present,nn Present,sv Present,",Q31057,Norfolk Island,Norfolk Island,,,Norfolkøya,Norfolkøya,Norfolkön
Comoros,Q970,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q970,"No no label,nb Present,nn Present,sv Present,",Q970,Comoros,Comoros,,,Komorene,Komorane,Komorerna
Mongolia,Q711,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q711,"No no label,nb Present,nn Present,sv Present,",Q711,Mongolia,Mongolia,,,Mongolia,Mongolia,Mongoliet
Kuwait,Q817,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q817,"No no label,nb Present,nn Present,sv Present,",Q817,Kuwait,Kuwait,,,Kuwait,Kuwait,Kuwait
Pakistan,Q843,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q843,"No no label,nb Present,nn Present,sv Present,",Q843,Pakistan,Pakistan,,,Pakistan,Pakistan,Pakistan
Myanmar,Q836,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q836,"No no label,nb Present,nn Present,sv Present,",Q836,Myanmar,Myanmar,,,Myanmar,Myanmar,Burma
Federated States of Micronesia,Q702,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q702,"No no label,nb Present,nn Present,sv Present,",Q702,Federated States of Micronesia,Federated States of Micronesia,,,Mikronesiaføderasjonen,Mikronesiaføderasjonen,Mikronesiens federerade stater
Wallis and Futuna,Q35555,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q35555,"No no label,nb Present,nn Present,sv Present,",Q35555,Wallis and Futuna,Wallis and Futuna,,,Wallis- og Futunaøyene,Wallis- og Futunaøyane,Wallis- och Futunaöarna
Syria,Q858,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q858,"No no label,nb Present,nn Present,sv Present,",Q858,Syria,Syria,,,Syria,Syria,Syrien
United States of America,Q30,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q30,"No no label,nb Present,nn Present,sv Present,",Q30,United States of America,United States,,,USA,USA,USA
India,Q668,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q668,"No no label,nb Present,nn Present,sv Present,",Q668,India,India,,,India,India,Indien
Jamaica,Q766,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q766,"No no label,nb Present,nn Present,sv Present,",Q766,Jamaica,Jamaica,,,Jamaica,Jamaica,Jamaica
Rwanda,Q1037,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1037,"No no label,nb Present,nn Present,sv Present,",Q1037,Rwanda,Rwanda,,,Rwanda,Rwanda,Rwanda
Togo,Q945,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q945,"No no label,nb Present,nn Present,sv Present,",Q945,Togo,Togo,,,Togo,Togo,Togo
Nauru,Q697,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q697,"No no label,nb Present,nn Present,sv Present,",Q697,Nauru,Nauru,,,Nauru,Nauru,Nauru
France,Q142,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q142,"No no label,nb Present,nn Present,sv Present,",Q142,France,France,,,Frankrike,Frankrike,Frankrike
Laos,Q819,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q819,"No no label,nb Present,nn Present,sv Present,",Q819,Laos,Laos,,,Laos,Laos,Laos
Guantanamo Bay Naval Base,Q762570,country,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q762570,"No no label,nb Present,No nn label,sv Present,",Q762570,Guantanamo Bay Naval Base,Guantanamo Bay Naval Base,,,Guantanamo Bay Naval Station,,Guantánamobasen
Egypt,Q79,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q79,"No no label,nb Present,nn Present,sv Present,",Q79,Egypt,Egypt,,,Egypt,Egypt,Egypten
Liberia,Q1014,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1014,"No no label,nb Present,nn Present,sv Present,",Q1014,Liberia,Liberia,,,Liberia,Liberia,Liberia
Curaçao,Q25279,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q25279,"No no label,nb Present,nn Present,sv Present,",Q25279,Curaçao,Curaçao,,,Curaçao,Curaçao,Curaçao
Malaysia,Q833,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q833,"No no label,nb Present,nn Present,sv Present,",Q833,Malaysia,Malaysia,,,Malaysia,Malaysia,Malaysia
Mauritius,Q1027,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1027,"No no label,nb Present,nn Present,sv Present,",Q1027,Mauritius,Mauritius,,,Mauritius,Mauritius,Mauritius
Vietnam,Q881,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q881,"No no label,nb Present,nn Present,sv Present,",Q881,Vietnam,Vietnam,,,Vietnam,Vietnam,Vietnam
Iceland,Q189,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q189,"No no label,nb Present,nn Present,sv Present,",Q189,Iceland,Iceland,,,Island,Island,Island
British Virgin Islands,Q25305,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q25305,"No no label,nb Present,nn Present,sv Present,",Q25305,British Virgin Islands,British Virgin Islands,,,De britiske Jomfruøyer,Dei britiske Jomfruøyane,Brittiska Jungfruöarna
Georgia,Q230,country,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q230,"No no label,nb Present,nn Present,sv Present,",Q230,Georgia,Georgia (country),,,Georgia,Georgia,Georgien
